id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p2_178040,134.42647480000025 -1.951084584000007,0.0331677,-0.0088,-0.0107,1.297,40.1,24.1852,23.2788,22.1878,21.5991,21.3116
W2p1p2_178041,134.86106799999976 -1.9512820509999766,0.0309852,-0.0075,-0.0444,2.2929,43.3,25.8316,24.4732,22.8068,21.4917,20.9098
W2p1p2_178044,134.05816489999972 -1.9503737570000057,0.0943765,-0.0119,0.0043,1.0273,4.6,24.6724,24.4206,23.8692,23.4547,23.2092
W2p1p2_178050,134.91811879999995 -1.950361525999989,0.0115856,-0.0091,-0.0536,1.9306,6.9,24.4266,23.9684,23.9257,23.5457,23.3167
W2p1p2_178051,134.4985873 -1.9505048919999826,0.0116009,-0.006,-0.0138,1.7157,10.5,24.7667,24.3729,24.0281,23.2556,23.0642
W2p1p2_178052,134.6696226000002 -1.9504204339999798,0.659775,-0.0099,-0.034,0.2339,18.6,99.0,25.2871,24.0206,22.5146,21.7739
W2p1p2_178056,134.87766790000023 -1.9503235090000022,0.00139057,-0.0101,-0.0538,2.2967,4.5,25.5003,25.2183,24.9812,24.2301,23.5703
W2p1p2_178058,134.6497260999998 -1.9508439539999771,0.190319,-0.005,-0.0216,0.8587,40.9,26.5338,24.0035,22.4982,21.5821,21.2249
W2p1p2_178061,134.15160269999973 -1.9507179069999918,0.00292627,-0.0035,7.0E-4,2.5471,10.0,24.6082,24.254,23.6332,23.2106,23.1106
W2p1p2_178069,134.61939590000028 -1.9503214319999886,0.342732,-0.0072,-0.0181,0.6209,3.0,25.2911,24.7564,24.6165,24.6105,24.1752
W2p1p2_178070,134.84621639999972 -1.9502808190000238,0.0383951,-0.0071,-0.041,2.046,6.7,99.0,99.0,25.1577,23.5096,22.5871
W2p1p2_178083,134.62335390000007 -1.9502717070000148,0.175028,-0.0073,-0.0195,1.4582,4.7,25.59,24.7248,24.2251,24.1504,24.1724
W2p1p2_178085,134.27970079999977 -1.9502554220000141,0.0855121,-0.0069,-0.005,1.5727,4.8,25.997,25.2255,24.3715,24.053,24.1952
W2p1p2_178086,134.10531550000024 -1.950232811000001,0.0443919,1.0E-4,0.005,1.2954,8.3,24.7523,23.9572,23.4173,23.3574,23.0666
W2p1p2_178092,134.67765619999975 -1.9503573859999965,9.85162E-4,-0.0063,-0.0247,2.6296,6.3,24.6831,24.3459,23.8969,23.7911,23.4779
W2p1p2_178095,134.00109349999988 -1.9502228709999807,0.076696,-0.0085,0.012,0.0,22.2,27.3952,24.9811,23.6442,22.2866,21.6692
W2p1p2_178112,134.19611059999983 -1.950854542,0.978228,-0.0028,-0.001,0.0,94.3,25.3369,23.4116,22.156,20.6627,20.0365
W2p1p2_178122,134.31480590000024 -1.950029147999983,0.323369,-0.0077,-0.0079,0.675,3.3,25.0998,24.7858,24.8273,24.5736,23.8162
W2p1p2_178123,134.50183449999994 -1.9500117289999777,0.67091,-0.0082,-0.0166,1.5321,3.1,25.9584,25.4955,25.3592,24.524,24.2752
W2p1p2_178124,134.54313380000002 -1.9500050730000127,0.357605,-0.0075,-0.0145,0.8878,4.2,26.2582,25.1632,24.3657,24.109,24.5112
W2p1p2_178127,134.65952289999984 -1.9503504370000093,0.0637673,-0.0062,-0.023,1.2021,24.1,24.0074,23.5688,23.0791,22.2062,21.7454
W2p1p2_178128,134.05128360000015 -1.9499807529999889,0.00169998,-0.0121,0.0066,1.9453,6.8,24.8806,24.4534,24.253,23.8421,23.7802
W2p1p2_178130,134.7508790999998 -1.9500163900000158,3.90655E-4,-0.0028,-0.028,3.1672,8.9,24.5637,24.0633,23.8512,23.6422,23.9222
W2p1p2_178134,134.63844760000018 -1.9502087790000147,5.56863E-4,-0.0069,-0.0209,2.1337,6.9,24.508,24.0796,23.5426,23.5316,23.5619
W2p1p2_178136,134.3074187999999 -1.949940648000001,0.143152,-0.0077,-0.0077,0.5881,4.2,25.5072,25.3257,24.7954,24.2882,99.0
W2p1p2_178137,134.60038459999996 -1.951070555000011,0.0281087,-0.0062,-0.0183,2.856,46.9,23.0899,22.1186,21.6903,21.46,21.3116
W2p1p2_178143,134.75776929999975 -1.949893950000018,0.116482,-0.0043,-0.0315,1.1999,7.9,25.1597,23.7982,23.5811,23.4267,23.3673
W2p1p2_178148,134.71564279999984 -1.9498832729999855,0.442921,-0.0055,-0.0284,0.5217,3.9,24.3791,24.2077,24.527,24.334,24.3465
W2p1p2_178151,134.91421089999986 -1.9510211110000082,0.028658,-0.0088,-0.0522,2.3212,59.9,23.2404,22.3374,21.4582,21.1299,20.8793
W2p1p2_178155,134.9007289000001 -1.949814714999996,0.705183,-0.0097,-0.0535,0.5244,2.5,25.143,24.9398,24.7427,24.6411,24.6197
W2p1p2_178158,134.85136779999988 -1.949781696999992,0.0243407,-0.0089,-0.0468,2.276,6.5,25.3312,24.7173,24.1987,23.7185,23.7916
W2p1p2_178166,134.2001781000001 -1.9497805790000053,0.469899,-0.0029,-0.001,0.4681,4.0,25.5107,25.413,24.7507,24.2259,24.5146
W2p1p2_178170,134.84331900000012 -1.9497843359999942,0.676111,-0.0071,-0.0405,0.5811,3.8,25.2296,25.0193,24.8213,24.295,24.1711
W2p1p2_178173,134.78311380000025 -1.949746196000023,0.0258455,-0.0055,-0.0375,1.6639,6.9,24.5937,24.1657,23.9724,23.6468,23.4778
W2p1p2_178174,134.34895910000012 -1.9499527709999829,0.0305228,-0.0095,-0.01,1.3783,23.6,24.0989,23.6053,23.0405,22.2249,21.9589
W2p1p2_178175,134.7192889 -1.9497298160000103,0.100425,-0.0069,-0.0306,0.9037,4.0,25.277,24.9325,25.031,24.2831,24.638
W2p1p2_178177,134.89199019999975 -1.9496910800000136,0.238889,-0.0095,-0.0515,0.4408,8.1,25.137,24.3072,23.7613,23.445,23.194
W2p1p2_178178,134.25742240000017 -1.9500975310000006,0.0179459,-0.0055,-0.0053,1.7525,15.0,24.0704,23.8254,23.4002,22.636,22.385
W2p1p2_178179,134.47116780000002 -1.9497414240000006,0.0830291,-0.0073,-0.0126,1.1627,3.7,25.2294,25.3474,25.2637,24.4266,24.2125
W2p1p2_178181,134.20571339999978 -1.9497474599999807,0.766695,-0.0044,-0.0027,0.3739,6.1,99.0,26.4008,24.9034,23.7503,23.2438
W2p1p2_178193,134.52462470000006 -1.9499051739999926,0.0131131,-0.0075,-0.0149,1.8518,14.2,24.8225,23.8684,23.1614,22.8612,22.6911
W2p1p2_178194,134.8348420000002 -1.950617725000011,0.0288617,-0.0165,-0.0592,1.5838,91.0,22.7176,21.7148,20.9937,20.621,20.338
W2p1p2_178214,134.27290610000009 -1.9495991409999898,0.163538,-0.0059,-0.0062,1.6844,3.1,25.0992,24.7778,24.5065,24.5491,24.2334
W2p1p2_178217,134.54041780000026 -1.9496045909999764,0.65482,-0.0074,-0.015,0.0,3.5,27.0498,25.5385,24.6781,24.5134,23.795
W2p1p2_178220,134.79295550000003 -1.9497401610000036,0.0580587,-0.0054,-0.0359,1.2344,14.0,25.3436,24.4012,23.656,22.7844,22.6258
W2p1p2_178222,134.59662820000008 -1.9509574410000108,0.0180491,-0.0061,-0.0164,3.1837,35.2,23.3649,22.8676,22.0642,21.7295,21.7161
W2p1p2_178223,134.3801352000001 -1.9495562120000067,0.107219,-0.0067,-0.0091,1.561,6.6,25.1424,24.8589,24.4332,23.7214,23.5898
W2p1p2_178224,134.16080960000016 -1.9495223959999983,0.637518,-0.0061,-2.0E-4,0.3566,4.7,99.0,26.1823,24.8553,24.1626,23.5753
W2p1p2_178225,134.19528110000013 -1.9495481039999925,0.00667391,-0.0029,-8.0E-4,1.6527,3.2,25.0704,24.8027,24.7997,24.538,24.71
W2p1p2_178238,134.34027959999995 -1.949902342000005,0.978295,-0.0132,-0.0114,0.0,31.3,26.4569,23.9355,22.622,21.9402,21.6404
W2p1p2_178239,134.92483349999975 -1.9493655439999773,0.00447671,-0.0107,-0.0589,2.1163,6.5,25.4769,24.5216,23.9942,23.6744,23.4777
W2p1p2_178242,134.22849929999978 -1.950167822999977,0.0290057,-0.0035,-0.0029,2.059,55.7,23.3418,22.4482,21.5969,21.196,20.9607
W2p1p2_178243,134.57360470000023 -1.949507676999987,0.984333,-0.007,-0.0164,0.0,26.7,99.0,25.5013,24.0983,22.0931,21.3456
W2p1p2_178246,134.83119959999993 -1.9493345310000074,0.152214,-0.0078,-0.0443,0.9767,6.9,24.2461,24.1258,23.8194,23.6409,23.4529
W2p1p2_178247,134.5188201000001 -1.949413424000026,0.771423,-0.0092,-0.0181,0.2454,12.5,99.0,25.9494,24.4998,22.9927,22.3869
W2p1p2_178248,134.4505494000002 -1.94941318299998,0.157509,-0.0086,-0.0123,0.7573,6.2,25.6067,24.67,24.0992,23.7824,23.6584
W2p1p2_178256,134.8550178 -1.9493001789999986,0.0203859,-0.0069,-0.0399,1.9678,7.0,24.2046,23.9693,23.8619,23.5307,23.0602
W2p1p2_178262,134.84562709999983 -1.9492259190000003,0.340239,-0.0074,-0.0412,0.9459,3.4,25.6817,25.4731,25.0173,24.194,23.5111
W2p1p2_178266,134.2084692 -1.9495011610000017,0.020703,-0.0035,-0.0016,1.2921,12.7,24.554,24.057,23.3296,22.8777,22.6652
W2p1p2_178268,134.66565210000024 -1.9492269019999864,0.0972666,-0.0062,-0.0227,1.1869,4.1,25.9279,25.0724,24.6861,24.3414,99.0
W2p1p2_178269,134.20744560000017 -1.9492202789999895,0.504327,-0.0035,-0.0015,0.3118,7.2,99.0,26.4061,25.1,23.5448,23.1766
W2p1p2_178276,134.09819429999988 -1.9492163900000072,0.61538,0.0022,0.0074,0.2598,11.4,99.0,25.6416,24.5001,23.0586,22.449
W2p1p2_178283,134.1564072000002 -1.9491986729999946,0.0412895,-0.0039,4.0E-4,1.4782,5.1,25.2389,24.9903,24.3987,23.8397,24.0387
W2p1p2_178285,134.7528434 -1.9491532470000064,0.728652,-0.0055,-0.0325,0.3538,5.6,25.0034,24.7607,24.4189,23.8261,23.6299
W2p1p2_178286,134.7789750999998 -1.9491345719999782,0.0571104,-0.0037,-0.0312,0.8481,9.1,24.9729,24.1614,23.5,23.3532,23.2739
W2p1p2_178288,134.22261559999976 -1.9502077660000159,0.032073,-0.0033,-0.0018,1.6405,66.3,23.961,22.5083,21.5931,21.0216,20.7324
W2p1p2_178294,134.64999199999974 -1.949162907999993,0.498699,-0.0067,-0.022,0.555,4.2,25.1466,25.0574,24.7535,24.3027,23.7699
W2p1p2_178295,134.0791699000002 -1.9491202590000094,0.311474,0.0016,0.0072,0.9332,3.7,26.4898,24.9544,24.6678,24.5414,24.9032
W2p1p2_178301,134.5646948999999 -1.949983508000018,0.0266108,-0.0064,-0.0135,2.263,31.2,24.6226,23.6335,22.8083,21.9208,21.6343
W2p1p2_178302,134.4723776 -1.949974553999985,0.0235331,-0.0072,-0.0126,2.301,27.2,23.8182,23.2837,22.6058,22.0453,21.8744
W2p1p2_178312,134.09018280000004 -1.9490323369999942,0.111962,7.0E-4,0.0066,0.7728,4.8,25.2823,25.047,24.6553,24.043,23.9554
W2p1p2_178317,134.5480610999998 -1.9490672529999755,0.00441133,-0.0073,-0.0151,1.4526,5.0,26.5434,25.9813,25.1826,24.2502,23.6261
W2p1p2_178324,134.75868419999995 -1.948991469,0.735388,-0.0045,-0.0318,0.4504,3.1,25.7479,24.723,24.6417,24.6173,99.0
W2p1p2_178325,134.01767450000025 -1.948961138000013,0.00661034,-0.0094,0.0119,1.3657,9.1,24.2294,23.9627,23.8931,23.4119,23.2807
W2p1p2_178329,134.02820689999987 -1.9489649660000095,0.0757951,-0.0103,0.01,1.1792,3.8,25.6165,24.7863,24.2871,23.9749,24.0593
W2p1p2_178336,134.2602100999997 -1.9495763059999784,0.982087,-0.0056,-0.0054,0.0,70.9,26.5221,23.6037,22.3861,20.9935,20.3899
W2p1p2_178337,134.35836310000028 -1.9489859450000107,0.87688,-0.0092,-0.0101,0.0,13.4,25.9886,24.099,23.2618,22.8374,22.7017
W2p1p2_178346,134.11460219999998 -1.9489308809999832,0.652596,-8.0E-4,0.0044,1.1414,2.9,27.0886,25.3778,24.9106,24.6492,99.0
W2p1p2_178349,134.30514869999988 -1.9489453819999927,0.39516,-0.0078,-0.0076,1.0347,2.8,25.3752,24.9289,24.7531,24.6315,24.4169
W2p1p2_178366,134.34709059999977 -1.9505649399999807,0.0290379,-0.0077,-0.0088,2.9735,105.0,23.0799,22.1016,21.0245,20.5515,20.2701
W2p1p2_178376,134.67373720000006 -1.9488585829999947,0.982569,-0.0051,-0.0222,0.0,30.6,99.0,24.816,23.4723,21.9566,21.2914
W2p1p2_178380,134.88299609999999 -1.9486485449999835,0.291629,-0.0159,-0.0726,0.4062,13.8,26.6108,24.5065,23.4714,22.8088,22.5226
W2p1p2_178389,134.5218248999999 -1.9487372519999797,0.0315835,-0.0076,-0.015,1.3559,12.2,24.7436,24.014,23.2321,22.9696,22.8698
W2p1p2_178390,134.6799020000002 -1.9489098369999767,0.982284,-0.0077,-0.0305,0.0,32.6,99.0,25.1525,23.8633,21.8811,21.0413
W2p1p2_178392,134.10816239999994 -1.9487026960000038,0.00729991,-0.0026,0.0042,1.1722,4.1,25.211,24.8386,24.6501,24.0787,23.8413
W2p1p2_178401,134.19572829999984 -1.9486279959999833,0.270407,-0.003,-8.0E-4,1.009,3.5,25.5542,25.2762,25.0033,24.4574,24.7288
W2p1p2_178403,134.7391587999999 -1.9485984430000087,0.00542067,-0.0058,-0.0326,1.9547,6.8,24.93,24.4219,24.1105,23.7822,23.7441
W2p1p2_178409,134.2089628000001 -1.9486205480000225,0.00204548,-0.0036,-0.0016,1.7034,4.8,25.1234,24.7611,24.112,23.8593,24.4433
W2p1p2_178413,134.50575149999992 -1.948785889999998,0.334036,-0.0167,-0.0237,1.263,30.5,26.0109,24.054,22.5062,21.8817,21.387
W2p1p2_178416,134.39325329999974 -1.9485752009999826,0.273731,-0.009,-0.0111,1.269,3.4,25.6067,25.7236,25.242,24.4762,24.2351
W2p1p2_178418,134.42151779999975 -1.9485450660000223,0.285939,-0.0092,-0.0105,0.8217,4.5,24.3014,24.1467,24.0992,24.2519,24.3891
W2p1p2_178425,134.43023309999978 -1.9485227589999732,0.318934,-0.0089,-0.0109,1.4077,6.1,26.2432,25.3846,24.5239,23.8246,24.5699
W2p1p2_178429,134.53373330000022 -1.948459268000018,0.145235,-0.0075,-0.015,1.8584,4.8,24.6392,24.3692,24.2063,24.124,23.518
W2p1p2_178430,134.43574769999975 -1.9484395170000215,0.272424,-0.0088,-0.0111,1.2351,7.4,25.2291,24.6572,23.8405,23.5081,23.3089
W2p1p2_178434,134.04986719999988 -1.9484299859999934,0.00635127,-0.0115,0.0076,1.7397,6.6,25.4548,25.1811,24.3023,23.8348,23.7014
W2p1p2_178435,134.7894490000001 -1.9484778689999913,0.00612624,-0.0055,-0.0356,1.7345,5.5,25.3347,24.4826,23.91,23.7032,23.5996
W2p1p2_178439,134.5194636999998 -1.9484569800000224,0.0981632,-0.0076,-0.015,1.0091,5.1,25.6686,25.069,24.5477,24.03,99.0
W2p1p2_178444,134.32443670000018 -1.9501134370000166,0.983424,-0.0078,-0.0082,0.0,269.0,23.7939,21.4578,20.2755,19.5288,19.2041
W2p1p2_178445,134.2055692999999 -1.9483795130000197,0.594956,-0.0036,-0.0013,2.4425,2.8,99.0,25.2217,24.7594,24.6261,23.5296
W2p1p2_178449,134.30008380000012 -1.9486563139999904,0.129376,-0.0076,-0.0072,2.1238,6.4,26.3339,25.1685,24.271,23.8124,23.8174
W2p1p2_178456,134.31165480000024 -1.94837757599998,0.337351,-0.0079,-0.0077,2.92,4.3,26.1284,25.641,25.0582,24.5763,99.0
W2p1p2_178457,134.3846719999998 -1.948344170999999,0.904855,-0.0076,-0.0098,0.2773,12.1,99.0,25.5778,24.1337,22.9571,22.4781
W2p1p2_178461,134.32639400000022 -1.9483638320000254,0.0120078,-0.008,-0.0082,1.6682,8.7,24.8334,24.453,24.3439,23.4599,24.1146
W2p1p2_178462,134.84775559999989 -1.9483113669999772,0.00204403,-0.0076,-0.0418,1.5038,3.9,24.7679,24.345,24.3227,24.3263,24.9812
W2p1p2_178468,134.37817589999975 -1.9483272049999871,0.96735,-0.0091,-0.0108,0.2577,7.8,99.0,25.5266,24.1925,23.6038,23.0291
W2p1p2_178474,134.77720109999981 -1.9491611330000058,0.0297567,-0.0049,-0.0335,1.7184,44.0,23.1003,22.2228,21.6908,21.4953,21.3113
W2p1p2_178477,133.98435870000003 -1.9482004149999816,0.69141,-0.0074,0.0184,0.8714,3.7,24.9769,24.4526,24.4765,24.3732,23.7457
W2p1p2_178484,134.37115930000007 -1.949406709999979,0.980919,-0.0069,-0.0088,0.0,110.9,25.0611,22.8811,21.8405,20.4765,19.8851
W2p1p2_178486,134.16039409999973 -1.9482266870000056,0.504553,-0.0042,2.0E-4,0.6936,2.8,25.2448,25.044,25.0023,24.6426,24.4078
W2p1p2_178487,134.28652579999988 -1.9482278070000212,0.479629,-0.0138,-0.0111,0.5818,5.3,23.9924,23.8847,24.0655,23.7921,23.6119
W2p1p2_178488,134.00037819999986 -1.9481548890000024,0.732851,-0.0073,0.0168,0.6106,3.2,99.0,99.0,25.4919,24.5593,23.9675
W2p1p2_178489,134.20685679999994 -1.9482037159999812,0.490545,-0.0037,-0.0014,0.9446,3.0,25.1502,25.0353,25.111,24.5769,24.1694
W2p1p2_178492,134.8516208 -1.9481573169999769,0.0267718,-0.0076,-0.043,1.555,5.2,25.4167,24.6812,24.0383,23.971,23.3126
W2p1p2_178495,134.65387120000014 -1.948189412999982,0.959987,-0.0066,-0.0224,0.0,6.7,99.0,25.3492,24.2697,23.7167,23.8031
W2p1p2_178497,134.59541529999993 -1.9481860919999967,0.0704756,-0.0064,-0.0165,1.1838,5.0,26.3591,24.7799,24.2051,24.0207,24.101
W2p1p2_178500,134.27459549999992 -1.948188370999988,0.217012,-0.0061,-0.0063,0.4897,3.4,26.4408,25.9598,25.3206,24.5386,24.3639
W2p1p2_178506,134.83303140000004 -1.9481119660000215,0.66066,-0.0065,-0.0343,1.3518,4.0,25.2477,24.8672,24.5315,24.5005,24.6557
W2p1p2_178508,134.20402349999978 -1.9481303609999925,0.00927248,-0.0055,-0.0015,1.6613,6.6,24.6177,24.2963,23.6497,23.6105,23.1721
W2p1p2_178509,134.8060029999998 -1.9481349440000086,0.0510845,-0.0062,-0.0383,1.2725,8.8,25.0399,24.1619,23.6791,23.3858,23.4763
W2p1p2_178515,134.4166058000002 -1.9481458179999878,0.00514744,-0.0095,-0.0104,2.3281,8.8,24.9873,23.9866,23.481,23.3482,23.8264
W2p1p2_178516,134.67556719999996 -1.9482442669999938,0.0234427,-0.0063,-0.0247,1.6444,18.5,24.3746,23.9313,23.2642,22.5205,22.2247
W2p1p2_178517,134.44143590000022 -1.9481532110000108,0.0377785,-0.0086,-0.0113,1.3029,2.9,25.6671,25.0037,24.8456,24.5289,24.1151
W2p1p2_178518,134.42593990000017 -1.9493346389999906,0.0284579,-0.0107,-0.0114,2.8585,80.6,22.9226,22.1813,21.2436,20.8431,20.5713
W2p1p2_178519,134.70353790000013 -1.948185578999983,0.665909,-0.0071,-0.0294,0.4378,11.0,99.0,25.7863,24.107,23.085,22.5715
W2p1p2_178520,134.2483143000002 -1.948304817999978,1.66844E-4,-0.0055,-0.0046,2.8462,6.7,24.5905,23.9924,23.8614,23.5827,23.1822
W2p1p2_178521,134.5587924999999 -1.948078445000019,0.11294,-0.0069,-0.0153,1.0803,4.1,25.4727,25.1155,24.9125,24.3995,24.131
W2p1p2_178524,134.7779311999999 -1.9480574810000244,0.0192839,-0.0051,-0.0338,1.0549,6.4,24.9156,24.7164,24.3602,23.7388,23.4711
W2p1p2_178525,134.67848460000008 -1.9480478469999978,0.0271427,-0.0064,-0.025,1.4888,5.8,25.1798,24.8741,24.5491,23.9007,23.4158
W2p1p2_178526,134.82969640000024 -1.9483410749999839,0.0274677,-0.0082,-0.0424,2.3442,37.6,23.8522,23.1413,22.1669,21.6661,21.5971
W2p1p2_178534,134.04399019999985 -1.9486830139999738,0.650876,-0.0119,0.008,0.0,88.9,26.062,23.4541,22.0882,20.7374,20.1236
W2p1p2_178536,134.78760649999998 -1.9482808499999793,0.0500925,-0.0052,-0.0352,2.0386,12.2,27.5759,26.2178,24.1609,22.9101,22.081
W2p1p2_178538,134.19981040000008 -1.9479742199999954,0.34489,-0.0033,-0.001,0.4677,4.1,24.2475,24.0534,24.1014,24.1684,24.4457
W2p1p2_178549,134.2335540999998 -1.9479089979999975,0.00748696,-0.005,-0.0035,1.3706,8.5,25.1217,24.2074,23.5528,23.2979,22.8911
W2p1p2_178554,134.57282549999977 -1.948013723000012,0.868065,-0.0078,-0.0161,0.4832,17.8,23.0105,23.0295,22.5397,22.513,22.2522
W2p1p2_178560,134.67007499999985 -1.9478853930000113,0.890633,-0.0068,-0.0262,0.3723,4.1,27.1453,25.6479,25.2896,24.3265,23.7069
W2p1p2_178562,134.19446929999998 -1.9478715919999863,0.113718,-0.0041,-0.002,0.5332,3.4,99.0,99.0,26.4483,24.5186,23.6471
W2p1p2_178563,134.57845460000007 -1.9478350360000072,0.132606,-0.0083,-0.0175,1.7808,6.9,24.8499,24.4784,24.1629,23.6871,23.2818
W2p1p2_178564,134.51380260000008 -1.9486568660000145,0.0286744,-0.0078,-0.0151,1.6776,51.0,23.389,22.7045,21.9679,21.3358,21.1386
W2p1p2_178566,134.7153510999997 -1.947841253000013,0.672883,-0.0059,-0.0286,0.7223,3.5,99.0,25.5888,24.8753,24.3546,23.6724
W2p1p2_178567,134.84268759999995 -1.9478102569999869,0.119844,-0.0074,-0.0408,1.6039,7.5,26.2623,25.4925,24.6359,23.5461,22.4424
W2p1p2_178568,134.76659920000023 -1.9478099249999994,0.00181567,-0.0047,-0.0327,1.4062,3.8,25.8088,24.8093,24.5208,24.4183,24.9919
W2p1p2_178570,134.54335190000006 -1.9477892360000248,0.0887443,-0.008,-0.0163,1.4989,10.7,25.346,24.7825,24.045,23.1413,22.7854
W2p1p2_178579,134.2225618000002 -1.9478009500000144,8.60671E-4,-0.0045,-0.0027,2.3337,4.0,24.8252,24.5591,24.3437,24.3001,24.3089
W2p1p2_178583,134.8730650999997 -1.9477299290000067,0.169497,-0.0088,-0.0477,0.9508,3.1,99.0,26.3105,25.5816,24.4005,23.3458
W2p1p2_178584,134.44675329999993 -1.9477410979999918,0.183581,-0.0084,-0.0116,0.8647,13.2,23.5414,23.2523,23.1502,22.9199,22.8235
W2p1p2_178586,134.80939069999982 -1.9477569679999982,0.974961,-0.0074,-0.0394,0.0,29.2,22.9798,22.2548,22.0825,21.9913,22.0351
W2p1p2_178587,134.8180680000002 -1.9477102460000104,0.415021,-0.0092,-0.0499,0.6529,5.6,99.0,27.3019,25.113,23.9507,23.348
W2p1p2_178588,134.69916880000005 -1.9477237400000242,0.180805,-0.0048,-0.0252,0.7483,3.4,26.4509,25.4836,24.7529,24.3208,24.5147
W2p1p2_178589,134.75571650000003 -1.9477288789999805,0.51972,-0.0035,-0.0288,0.4473,4.2,25.8527,25.3366,25.1054,24.343,23.6878
W2p1p2_178591,134.09390179999997 -1.9476627660000017,0.676241,0.0024,0.0081,1.7547,3.5,99.0,25.2729,24.7327,24.6021,25.057
W2p1p2_178595,134.91287890000024 -1.9476076609999797,0.0743227,-0.0092,-0.0526,1.1511,4.4,25.5326,25.3621,25.06,24.16,24.1836
W2p1p2_178600,134.52822979999985 -1.9476576589999903,0.382371,-0.0077,-0.0164,0.5769,3.9,25.693,25.563,25.0287,24.3771,24.5514
W2p1p2_178603,134.5023977000001 -1.9476191789999941,0.793852,-0.0085,-0.0167,0.4653,3.6,24.526,24.5739,24.2796,24.1372,23.5369
W2p1p2_178605,134.5032963000002 -1.9478220120000227,0.48296,-0.0082,-0.0164,2.8994,7.1,25.5777,25.358,24.2831,23.2482,22.6365
W2p1p2_178607,134.8169969000001 -1.947592694999977,0.196803,-0.0067,-0.0398,0.9103,9.1,24.5593,24.2886,23.8891,23.347,23.6969
W2p1p2_178611,134.28788299999997 -1.9476483329999985,0.58879,-0.0129,-0.0038,1.0968,3.4,26.1487,25.1229,24.4172,24.0079,23.5104
W2p1p2_178614,134.24028640000026 -1.9475957729999898,0.903472,-0.0052,-0.004,0.0,4.7,99.0,26.8395,24.9755,24.1689,23.4465
W2p1p2_178615,134.22335340000026 -1.947578738,0.00191056,-0.0046,-0.0027,2.113,4.9,24.8482,24.4629,24.2075,24.1048,23.5866
W2p1p2_178625,134.67400259999977 -1.9475609250000088,0.967788,-0.0064,-0.0246,0.2149,8.3,99.0,25.4951,24.1601,23.5551,23.2373
W2p1p2_178627,134.36625399999994 -1.948037747000012,5.63488E-4,-0.0079,-0.0093,2.1428,13.3,24.4686,24.1137,23.5023,23.0084,22.7712
W2p1p2_178628,134.1828333000001 -1.9475373509999956,0.199013,-7.0E-4,0.0012,0.7782,8.3,24.5667,24.3501,23.861,23.4401,22.941
W2p1p2_178629,134.90067550000012 -1.948079205000024,0.043098,-0.0097,-0.0538,1.6202,52.7,23.6707,22.494,21.7259,21.2791,21.1235
W2p1p2_178635,134.7986936000001 -1.9473980080000073,0.827431,-0.0061,-0.0373,0.3206,4.0,99.0,25.714,25.0007,24.389,24.1309
W2p1p2_178638,134.41205890000015 -1.9476693489999755,0.0352839,-0.0098,-0.0109,2.6434,14.1,26.54,24.5074,23.3856,22.7074,22.9327
W2p1p2_178640,134.30441849999977 -1.9474063729999884,0.0865956,-0.0078,-0.0073,1.4887,5.5,25.1761,24.4718,24.33,24.0,23.5525
W2p1p2_178645,134.8725823000002 -1.947306694,0.0222533,-0.0089,-0.0477,1.7861,4.5,25.0483,24.5522,24.336,23.9903,23.8041
W2p1p2_178652,134.68648580000007 -1.9473273790000067,0.0068574,-0.0062,-0.0258,1.9677,5.6,25.3434,24.8808,24.0143,23.8773,23.7882
W2p1p2_178657,134.76067150000023 -1.94824729600002,0.0286683,-0.0032,-0.0293,3.7992,106.7,23.4636,22.3285,21.1395,20.5224,20.1232
W2p1p2_178659,134.77868639999983 -1.9472674900000084,0.0821178,-0.0052,-0.0341,0.9181,5.1,25.8795,24.9729,24.3602,23.9951,23.8048
W2p1p2_178662,134.26991119999997 -1.9479827320000227,0.00555233,-0.0047,-0.0051,2.8052,13.9,24.6126,23.8493,23.1323,22.8314,22.5206
W2p1p2_178666,134.32042880000026 -1.947234802000002,0.0171049,-0.0081,-0.0081,1.5328,4.8,25.3098,24.987,24.9671,24.1197,24.4935
W2p1p2_178672,134.02581870000023 -1.947659742000012,0.0155713,-0.0102,0.0103,2.5839,21.5,24.1643,23.5212,22.9354,22.3008,21.6884
W2p1p2_178673,134.5870821999998 -1.9471955349999892,0.349591,-0.0069,-0.0162,0.9624,4.5,25.1811,24.7743,24.8906,24.2824,24.6474
W2p1p2_178676,134.00101820000026 -1.947457895000022,0.037636,-0.0082,0.0152,1.1569,52.6,25.8218,23.1973,22.0125,21.307,20.9855
W2p1p2_178681,134.8018484 -1.9477638540000157,0.0278426,-0.0061,-0.0378,1.8077,36.3,23.5672,22.9554,22.4296,21.7012,21.3763
W2p1p2_178686,134.78223820000025 -1.947103723999992,0.263101,-0.0053,-0.0346,2.3512,4.3,25.3199,25.1157,24.823,24.3521,23.3075
W2p1p2_178689,134.7953797000002 -1.9471487160000063,0.957997,-0.0076,-0.0409,0.0,17.5,99.0,25.3528,24.0572,22.6222,21.9518
W2p1p2_178692,134.54644599999975 -1.9470982349999948,0.553018,-0.0069,-0.0139,1.9644,7.0,99.0,27.3554,25.2816,23.7274,22.8193
